line_id,radius_username,esn_hex,serial_number,equipment_id,mac_addr
9824,3122174355@uscc.net,F615C74D,613683,12206,0E192A
9880,3122174381@uscc.net,F615C748,613689,12207,0E1915
11445,3122174402@uscc.net,F615C765,613638,12208,0E1955
15568,3122174461@uscc.net,F616E9FC,620135,15365,0E1FA6
9821,3122174483@uscc.net,F615C767,613673,12211,0E193D
9529,3122174540@uscc.net,F615DB85,608084,8743,0E1854
10048,3122174584@uscc.net,F615D649,608314,7795,0E15E2
10508,3122174587@uscc.net,F615C73C,613950,12214,0E05E4
20272,3122174634@uscc.net,F616E9CE,624601,15367,0E210B
8886,3122174690@uscc.net,F615D646,608229,7797,0E15A0
4858,3122174826@uscc.net,F6158983,641850,5092,0DB1DC
12436,3122175141@uscc.net,F615FB8E,618453,13193,0E1D73
4882,3122175219@uscc.net,F61588AA,641760,4878,0DDAAC
43215,3122175293@uscc.net,F615FBB5,618505,13196,0E1D2E
12301,3122175356@uscc.net,F615FB76,618502,13197,0E2B8E
5449,3122175449@uscc.net,F6158898,641601,4883,0DDA1B
4768,3122175475@uscc.net,F61588A5,641665,4885,0DDA9F
42559,3122175486@uscc.net,F615889C,641560,4886,0DE39F
12186,3122175541@uscc.net,F615FBB1,618506,13201,0E1D34
8631,3122175583@uscc.net,F615889A,641678,4888,0DE412
40908,3122175643@uscc.net,F61599BA,643266,6783,0DDEC1
12242,3122175694@uscc.net,F615FB7F,618444,13202,0E1D6A
4956,3122175707@uscc.net,F615889B,641758,4894,0DDAB9
4802,3122175739@uscc.net,F615887B,641578,4896,0DE4A1
4183,3122175758@uscc.net,F615889E,641525,4899,0DE3F3
12347,3122175763@uscc.net,F615FBA8,618517,13203,0E2B8C
12222,3122175804@uscc.net,F615FBB9,618467,13205,0E1D68
5499,3122175856@uscc.net,F61588A8,641577,4902,0DE49E
12074,3122175905@uscc.net,F615DB1A,607888,8744,0E1852
12187,3122175942@uscc.net,F615FBA2,618508,13207,0E1D33
9820,3122176097@uscc.net,F615C6C6,613688,12163,0E1916
12132,3122176134@uscc.net,F615C6AC,613623,12165,0E1967
10006,3122176219@uscc.net,F615C6B2,613698,12167,0E1933
9872,3122176306@uscc.net,F615C6C3,613621,12171,0E1966
7746,3122176394@uscc.net,F615BA3B,643365,6797,0DDD8F
12238,3122176497@uscc.net,F615FB6E,618489,13180,0E1D61
13735,3122176530@uscc.net,F615FBCE,618419,13182,0E395A
9871,3122176641@uscc.net,F615C6C4,613617,12177,0E08AC
5738,3122176662@uscc.net,F615BA63,643384,6801,0DDD67
12993,3122176841@uscc.net,F615FB66,618415,13186,0E3961
9909,3122176884@uscc.net,F615C6C5,613641,12178,0E1952
12280,3122176938@uscc.net,F615FB82,618473,13188,0E1D6B
12284,3122176949@uscc.net,F615FB94,618481,13189,0E1D3A
11641,3122176970@uscc.net,F615D64D,608299,7774,0E15D8
7329,3122176997@uscc.net,F615BAD9,643281,6812,0DDDCD
26632,3122177197@uscc.net,F616F63A,692813,18547,0F0C6D
24597,3122177218@uscc.net,F616F64F,692785,18548,0F0C7C
20273,3122177260@uscc.net,F616E9DA,624565,15374,0E21B4
13732,3122177265@uscc.net,F615F8B7,618411,13151,0E1D21
40436,3122177309@uscc.net,F61589A1,641881,5101,0DE46C
4843,3122177446@uscc.net,F615899F,641854,5104,0DC9AE
9435,3122177505@uscc.net,F615D637,608231,7787,0E15A2
30116,3122177644@uscc.net,F616EA0F,624607,15379,0080440E219D
26870,3122177735@uscc.net,F616F621,692854,18549,0F0D72
43831,3122177756@uscc.net,F616F638,692835,18550,0F0D60
5725,3122177847@uscc.net,F615BCB8,643388,6786,0DE03D
28175,3122177908@uscc.net,F615FB71,618497,13152,0E1D41
10485,3122178107@uscc.net,F615C9EF,613382,12279,0E1A1E
11619,3122178139@uscc.net,F615CA17,613318,12281,0E1A33
11603,3122178167@uscc.net,F615CA29,613347,12283,0E1A29
12981,3122178290@uscc.net,F615FB77,618426,13162,0E1D1D
28061,3122178297@uscc.net,F615CA1F,613394,12288,0E1A0B
11137,3122178327@uscc.net,F615CA16,613385,12289,0E1A14
20199,3122178328@uscc.net,F615FB69,618424,13163,0E396D
10749,3122178329@uscc.net,F61589B7,641912,5108,0DE3E3
2588,3122178402@uscc.net,F614B79F,640357,3326,0DA525
10707,3122178442@uscc.net,F615CA24,613335,12291,0E19F0
12351,3122178463@uscc.net,F615FB67,618449,13165,0E1D4C
10456,3122178506@uscc.net,F615CA25,613397,12293,0E1A07
7744,3122178507@uscc.net,F615BCE8,643285,6790,0DDD98
2657,3122178520@uscc.net,F614B806,640403,3333,0DA523
10453,3122178552@uscc.net,F615CA39,613367,12295,0E19E0
2656,3122178556@uscc.net,F614B7D7,640396,3335,0DA593
3337,3122178559@uscc.net,F614B7DB,640412,3336,0DA62A
3314,3122178570@uscc.net,F614B7DD,640388,3338,0DA51D
4946,3122178614@uscc.net,F61589A8,641848,5116,0DAD84
46317,3122178619@uscc.net,F615FBCA,618427,13169,0E1D26
12162,3122178623@uscc.net,F615FBBA,618423,13170,0E1D14
40916,3122178624@uscc.net,F614B7CF,642464,3341,0DA4ED
2654,3122178633@uscc.net,F614B7DC,640318,3342,0DA4F4
3463,3122178740@uscc.net,F614B7D8,640320,3348,0DA70C
2600,3122178798@uscc.net,F614B7CD,640360,3353,0DA5A1
2687,3122178809@uscc.net,F614B7CE,640401,3354,0DA5AC
40903,3122178821@uscc.net,F614B7DE,640344,3358,0DA73D
3278,3122178824@uscc.net,F614B81F,640358,3360,0DA418
11559,3122178846@uscc.net,F615CA63,613344,12306,0E1A28
2658,3122178876@uscc.net,F614B7E1,640408,3362,0DA6E4
33856,3122178917@uscc.net,F61589B0,641842,5120,0DAD76
14506,3122179012@uscc.net,F615FBAE,618458,13209,0E1D63
7691,3122179082@uscc.net,F615BAE6,643506,6894,0DE15E
12063,3122179098@uscc.net,F615CA2C,613373,12313,0E1A24
8147,3122179115@uscc.net,F615BAAE,643504,6895,0DDE64
8300,3122179116@uscc.net,F615BAA0,643331,6896,0DDA3E
27462,3122179187@uscc.net,F615D683,608257,7846,0E15F9
15429,3122179189@uscc.net,F616E9E2,620139,15357,0E20EA
7690,3122179230@uscc.net,F615BA9F,643519,6900,0DDE98
7702,3122179231@uscc.net,F615BA5C,643573,6659,0DE38F
8830,3122179234@uscc.net,F615D677,608290,7848,0E158E
11471,3122179251@uscc.net,F615CA59,613426,12316,0E19FA
27585,3122179280@uscc.net,F615BA84,643598,6902,0DE226
16407,3122179307@uscc.net,F616E957,620049,15358,0E1FA2
12589,3122179323@uscc.net,F615BA7A,643522,6905,0DE012
9666,3122179328@uscc.net,F615D688,608250,7852,0E15FF
24339,3122179343@uscc.net,F616F602,692817,18552,0F0C73
11572,3122179347@uscc.net,F615CA49,613368,12321,0E19EA
14518,3122179351@uscc.net,F615FB88,618522,13215,0E2B91
12444,3122179378@uscc.net,F615FBA6,618471,13220,0E1D67
14520,3122179381@uscc.net,F615FBA4,618465,13221,0E1D22
11479,3122179383@uscc.net,F615CA62,613314,12322,0E1A2E
12308,3122179384@uscc.net,F615FBA3,618521,13222,0E2B90
45569,3122179398@uscc.net,F615FB95,618425,13225,0E1D1C
26201,3122179445@uscc.net,F616F61D,692771,18553,0F0C82
7593,3122179454@uscc.net,F615BA8F,643274,6909,0DE1DD
14515,3122179465@uscc.net,F615FB97,618496,13228,0E1D42
12441,3122179468@uscc.net,F615FB99,618514,13229,0E2B81
7858,3122179481@uscc.net,F615BA95,643543,6910,0DE366
7689,3122179512@uscc.net,F615BA9A,643531,6911,0DE39D
5696,3122179537@uscc.net,F615BAA9,643438,6912,0DE393
12276,3122179540@uscc.net,F615FB9B,618470,13232,0E1D6F
12199,3122179541@uscc.net,F615FBAD,618417,13233,0E1D20
7820,3122179553@uscc.net,F615BA9E,643533,6913,0DDAAA
12166,3122179567@uscc.net,F615FBB6,618446,13235,0E1D69
7817,3122179568@uscc.net,F615BA8E,643443,6915,0DDFF0
7597,3122179573@uscc.net,F615BAB1,643539,6917,0DE32A
15498,3122179590@uscc.net,F616EA10,620124,15360,0E20E8
9530,3122179597@uscc.net,F615DB89,607891,8746,0E17E4
9046,3122179619@uscc.net,F615D6A2,608300,7856,0E15DB
9804,3122179645@uscc.net,F615CA8E,613313,12334,0E1A2F
45319,3122179649@uscc.net,F615BA77,643571,6660,0DE305
8146,3122179705@uscc.net,F6158844,641816,4913,0DDA37
10071,3122179755@uscc.net,F615D71A,608293,7858,0E158B
7564,3122179792@uscc.net,F615BAA3,643514,6921,0DE018
26695,3123880215@uscc.net,F616F5F2,692791,18526,0F0D9C
8864,3123880219@uscc.net,F615D633,608285,7766,0E1591
9951,3123880680@uscc.net,F615C69C,613664,12138,0E0633
12190,3123881228@uscc.net,F615F8B9,618491,13141,0E1D3B
40437,3123881232@uscc.net,F615898E,641838,5090,0DB21A
14448,3123882733@uscc.net,F615F8CB,618493,13142,0E1D3D
5432,3123882874@uscc.net,F615898D,641862,5098,0DDB71
8888,3123883771@uscc.net,F615DBA6,607991,8748,0E06F1
9843,3123883856@uscc.net,F615C6A4,613656,12143,0E0634
10094,3123884736@uscc.net,F615C69E,613665,12139,0E1939
26159,3123884794@uscc.net,F616F32F,692750,18530,0F0DB3
10057,3123884807@uscc.net,F615D656,608284,7776,0E1592
7662,3123884878@uscc.net,F6158AA9,643032,5136,0DDDA0
9078,3123884937@uscc.net,F615DB79,607898,8755,0E17E7
7705,3123885012@uscc.net,F615BCFA,643551,6864,0DDE90
10484,3123885059@uscc.net,F615C95A,613402,12504,0E09BB
5933,3123885076@uscc.net,F6158AA8,643096,5138,0DE052
6054,3123885159@uscc.net,F6158AB1,642129,5141,0DDBBE
5704,3123885163@uscc.net,F615BD04,643366,6865,0DDDC4
11449,3123885182@uscc.net,F615C975,613484,12510,0E09F7
12122,3123885183@uscc.net,F615BCFE,643494,6866,0DE05F
5724,3123885189@uscc.net,F615BD0D,643415,6867,0DE227
11575,3123885221@uscc.net,F615C984,613410,12513,0E09A2
11564,3123885256@uscc.net,F615C962,613507,12516,0E09E2
13622,3123885273@uscc.net,F615C965,613491,12518,0E09F5
11438,3123885297@uscc.net,F615C981,613475,12519,0E09FE
11556,3123885310@uscc.net,F615C96E,613498,12520,0E09EA
7606,3123885316@uscc.net,F615BD0F,643368,6869,0DDEBB
9713,3123885327@uscc.net,F615D639,608319,7818,0E15DE
6394,3123885348@uscc.net,F615C98B,613404,12522,0E09B9
11620,3123885381@uscc.net,F615C971,613409,12523,0E09A1
10691,3123885430@uscc.net,F615C97C,613503,12528,0E09EB
15755,3123885432@uscc.net,F616E937,620120,15354,0E219B
11720,3123885439@uscc.net,F615C987,613508,12530,0E09D9
10331,3123885470@uscc.net,F615C98C,613442,12533,0E09BC
11177,3123885490@uscc.net,F615C990,613453,12534,0E09BD
5714,3123885497@uscc.net,F615BD17,643395,6872,0DE2CE
5672,3123885629@uscc.net,F6158AB7,642094,5144,0DDA73
10261,3123885641@uscc.net,F615C855,614060,12540,0E1ACF
10263,3123885654@uscc.net,F615C7FF,614120,12542,0E1B15
7711,3123885690@uscc.net,F615BD0C,643393,6877,0DE067
9083,3123885694@uscc.net,F615D675,608318,7821,0E159F
15547,3123885701@uscc.net,F616E93D,624586,15355,0E1FAB
10276,3123885704@uscc.net,F615C7BA,614083,12545,0E1AC4
12109,3123885709@uscc.net,F615F8C5,618504,13143,0E2B93
16053,3123885710@uscc.net,F616E9D1,624520,15356,0E2136
27638,3123885734@uscc.net,F615BD11,643396,6879,0DE371
33548,3123885746@uscc.net,F615C7D7,698344,12549,0080440FEAAB
11338,3123885748@uscc.net,F615C827,614061,12550,0E1ACE
7453,3123885752@uscc.net,F615BCDB,643437,6881,0DDBFC
10310,3123885769@uscc.net,F615C832,614081,12552,0E1AC1
7828,3123885797@uscc.net,F615BCB1,643544,6882,0DE31C
7496,3123885816@uscc.net,F615BCBF,643511,6883,0DE327
7829,3123885848@uscc.net,F615BA43,643541,6885,0DE301
11129,3123885854@uscc.net,F615C804,614138,12556,0E1B14
7699,3123885857@uscc.net,F615BA99,643526,6886,0DCA2E
9051,3123885928@uscc.net,F615C849,614058,12561,0E1AD1
9077,3123885961@uscc.net,F615D65D,608282,7825,0E15BA
18401,3123885963@uscc.net,F615BAA8,643536,6889,0DDA76
43487,3123885976@uscc.net,F615BBD7,643606,6891,0DE24E
11858,3123885977@uscc.net,F615C85D,616369,12566,0E3373
9570,3123885991@uscc.net,F615D670,608235,7826,0E15AF
43216,3123885992@uscc.net,F615B981,643609,6892,0DCA35
7842,3123885998@uscc.net,F615BA82,643439,6893,0DDA5D
10286,3123886037@uscc.net,F615C9B2,614273,12389,0E0809
26376,3123886067@uscc.net,F616F5F0,692774,18540,0F0C81
10719,3123886225@uscc.net,F615C9BB,614052,12390,0E07ED
10208,3123886250@uscc.net,F615C9BC,614248,12393,0E07A5
10643,3123886432@uscc.net,F615C9BD,614267,12395,0E07F7
9916,3123886579@uscc.net,F615C9D7,614263,12398,0E07F9
41922,3123886583@uscc.net,F615C9C0,614257,12399,0E07F3
33015,3123886627@uscc.net,F615C9D6,614294,12402,0E0758
9973,3123886652@uscc.net,F615C9DB,614238,12403,0E07F2
11239,3123886826@uscc.net,F615C9C2,614223,12407,0E075A
9983,3123886895@uscc.net,F615C9C5,614249,12409,0E080F
9913,3123886924@uscc.net,F615C9C9,614239,12415,0E07E8
35872,3123886938@uscc.net,F615C9DC,614308,12420,0E0757
20792,3123886948@uscc.net,F615C9BE,614284,12426,0E0767
41880,3123886951@uscc.net,F615C9C6,614243,12427,0E07DF
10404,3123886953@uscc.net,F615C9CC,614311,12428,0E078C
10108,3123886954@uscc.net,F615C9CA,614255,12429,0E080B
11340,3123886957@uscc.net,F615C9DE,614286,12432,0E0765
10685,3123886958@uscc.net,F615C9C8,614277,12433,0E0802
11427,3123886963@uscc.net,F615C9C4,614220,12434,0E0788
10262,3123886968@uscc.net,F615C9E1,614292,12436,0E0762
10110,3123886970@uscc.net,F615C9E6,614254,12437,0E07A7
11722,3123886992@uscc.net,F615C801,613436,12445,0E09C3
6022,3123887016@uscc.net,F6158B23,642060,5660,0DBA8E
6160,3123887018@uscc.net,F6158B22,642231,5661,0DE3FA
6207,3123887024@uscc.net,F6158D44,642870,5792,0DE31B
6390,3123887029@uscc.net,F6158B75,642209,5665,0DE3FB
6122,3123887032@uscc.net,F6158D4C,642862,5793,0DE005
8154,3123887037@uscc.net,F6158D32,642925,5794,0DDD34
8082,3123887040@uscc.net,F6158CD4,642685,5670,0DE010
6305,3123887041@uscc.net,F6158D4B,642677,5671,0DE011
6608,3123887042@uscc.net,F6158D40,642935,5672,0DDD35
8081,3123887043@uscc.net,F6158D59,642662,5673,0DE229
7799,3123887046@uscc.net,F6158D56,642927,5676,0DE36B
6324,3123887047@uscc.net,F6158D53,642683,5677,0DE024
6126,3123887051@uscc.net,F6158CC5,642939,5679,0DE320
8111,3123887053@uscc.net,F6158D48,642919,5681,0DDE44
6325,3123887060@uscc.net,F6158D1B,642681,5683,0DDFFC
6563,3123887064@uscc.net,F6158CFF,642651,5687,0DE01E
6311,3123887081@uscc.net,F6158D25,642657,5692,0DE293
5838,3123887083@uscc.net,F6158D0E,642649,5693,0DE01C
6618,3123887084@uscc.net,F6158D20,642946,5694,0DE329
8183,3123887087@uscc.net,F6158D18,642933,5696,0DDD36
7810,3123887091@uscc.net,F6158D15,642934,5698,0DDD7D
7771,3123887092@uscc.net,F6158D2C,642920,5699,0DE287
8037,3123887094@uscc.net,F6158D11,642937,5701,0DE037
46311,3123887097@uscc.net,F6158D29,642647,5703,0DDFCE
7883,3123887098@uscc.net,F6158D23,642653,5704,0DE014
7807,3123887106@uscc.net,F6158D1F,642921,5708,0DDD6A
6200,3123887117@uscc.net,F6158D2F,642873,5715,0DE316
41089,3123887121@uscc.net,F6158D35,642648,5796,0DDFCA
6296,3123887129@uscc.net,F6158D5A,642675,5801,0DD2C0
6301,3123887133@uscc.net,F6158D4D,642678,5802,0DE020
8089,3123887134@uscc.net,F6158D4E,642684,5803,0DDFD1
7421,3123887135@uscc.net,F6158D52,642943,5804,0DE20D
6095,3123887139@uscc.net,F6158D1A,642746,5807,0DE1C3
5853,3123887142@uscc.net,F6158BF8,642965,5809,0DDDA4
4950,3123887145@uscc.net,F6158C18,607987,5811,0E1541
8324,3123887147@uscc.net,F6158C23,642581,5813,0DDEA9
6543,3123887149@uscc.net,F6158C1D,642569,5814,0DE1A8
7669,3123887156@uscc.net,F6158C29,642968,5816,0DDD60
40921,3123887158@uscc.net,F6158C1B,642976,5818,0DE379
8273,3123887160@uscc.net,F6158C1E,642592,5820,0DE1AD
8040,3123887165@uscc.net,F6158C33,642964,5824,0DDD75
7387,3123887178@uscc.net,F6158C4E,643024,5830,0DDDD1
6098,3123887180@uscc.net,F6158C4F,643039,5831,0DDD9B
7781,3123887183@uscc.net,F6158C3B,642550,5833,0DE181
23991,3123887190@uscc.net,F6158C57,642962,5836,0DE06A
11581,3123887195@uscc.net,F6158C53,643093,5839,0DDD88
6628,3123887198@uscc.net,F6158C48,642961,5842,0DDD50
43493,3123887207@uscc.net,F6158C83,642539,5847,0DDEA8
5825,3123887211@uscc.net,F6158C7D,642973,5849,0DDFB2
6408,3123887214@uscc.net,F6158C71,642566,5851,0DDE1F
5937,3123887216@uscc.net,F6158C81,642978,5852,0DE12A
5930,3123887217@uscc.net,F6158C7C,642949,5853,0DDFB4
8386,3123887220@uscc.net,F6158C50,643036,5855,0DE221
8312,3123887221@uscc.net,F6158C64,642560,5856,0DDC5A
41612,3123887228@uscc.net,F6158C62,642545,5860,0DE180
19900,3123887229@uscc.net,F6158C54,642990,5861,0DE09F
7873,3123887241@uscc.net,F6158C6E,642994,5869,0DDE89
7420,3123887242@uscc.net,F6158C61,642563,5870,0DDEAC
6120,3123887244@uscc.net,F6158C76,642972,5871,0DE129
7390,3123887246@uscc.net,F6158C6D,642578,5873,0DE179
33003,3123887250@uscc.net,F6158C80,642953,5876,0DDD59
40946,3123887251@uscc.net,F6158C6A,642951,5877,0DDFB3
5928,3123887254@uscc.net,F6158C78,643094,5879,0DE059
6548,3123887256@uscc.net,F6158C85,642954,5880,0DDD5D
7772,3123887257@uscc.net,F6158C6F,642952,5881,0DDFAF
6545,3123887259@uscc.net,F6158C87,642987,5882,0DE0A2
31517,3123887260@uscc.net,F6158C72,618658,5883,0E2A3D
7812,3123887265@uscc.net,F6158C7F,642996,5886,0DDFC7
8129,3123887266@uscc.net,F6158C9F,642549,5887,0DE19E
5872,3123887278@uscc.net,F6158C9B,643034,5892,0DDD9C
35503,3123887282@uscc.net,F6158C96,642967,5895,0DDD47
5849,3123887290@uscc.net,F6158C99,643022,5899,0DDD5E
6553,3123887301@uscc.net,F6158CA1,642540,5904,0DDE2F
8095,3123887309@uscc.net,F6157D67,642610,5908,0DAF85
7663,3123887315@uscc.net,F6157BA4,642520,5910,0DDD92
5896,3123887317@uscc.net,F6158A46,642612,5911,0DDDAD
8320,3123887318@uscc.net,F6158A36,642598,5912,0DCA0F
6544,3123887327@uscc.net,F6158A29,642484,5918,0DAF02
6546,3123887328@uscc.net,F6158A33,642467,5919,0DDEDE
40441,3123887330@uscc.net,F6158A2A,642479,5920,0DE1DE
8155,3123887332@uscc.net,F6158A68,642611,5922,0DDDB5
5892,3123887335@uscc.net,F6158A79,642474,5924,0DE1B8
7674,3123887336@uscc.net,F6158A45,642535,5925,0DDEE1
8276,3123887338@uscc.net,F6158A64,642589,5926,0DDD9A
6431,3123887342@uscc.net,F6158D5D,642805,5954,0DDE60
8303,3123887347@uscc.net,F6158D5E,642669,5957,0DE0A7
5908,3123887348@uscc.net,F6158D50,642810,5958,0DDFE7
8185,3123887350@uscc.net,F6158D63,642646,5960,0DE09A
6052,3123887354@uscc.net,F6158D96,642672,5963,0DDFEA
45327,3123887363@uscc.net,F6158D97,642811,5967,0DDE6A
8299,3123887364@uscc.net,F6158D83,642668,5968,0DE288
40922,3123887365@uscc.net,F6158D82,642809,5969,0DDE77
6099,3123887369@uscc.net,F6158D91,642807,5970,0DE158
8307,3123887370@uscc.net,F6158D81,642670,5971,0DDFC3
6085,3123887371@uscc.net,F6158D93,642817,5972,0DDE87
20818,3123887378@uscc.net,F6158D95,642666,5975,0DDFF3
6429,3123887382@uscc.net,F6158D79,642812,5977,0DDE5F
40442,3123887386@uscc.net,F6158CD2,642715,5980,0DE001
9118,3123887392@uscc.net,F6158CD0,642702,5983,0DDE5B
5897,3123887396@uscc.net,F6158CB5,643042,5986,0DE1DF
8153,3123887397@uscc.net,F6158CA4,642710,5987,0DDE81
6320,3123887401@uscc.net,F6158C4C,642783,5989,0DE16D
8837,3123887404@uscc.net,F6158CB2,642708,5992,0DE000
7889,3123887406@uscc.net,F6158C75,642620,5994,0DDFFD
6328,3123887408@uscc.net,F6158CA0,642637,5996,0DE1FD
8110,3123887415@uscc.net,F6158C8D,643075,6000,0DDE65
8274,3123887418@uscc.net,F6158C8E,642634,6003,0DE1B2
6624,3123887420@uscc.net,F6158CA2,643070,6005,0DE0B2
7430,3123887422@uscc.net,F6158CA9,643047,6006,0DE19D
7780,3123887427@uscc.net,F6158CAD,643067,6009,0DDE5E
40915,3123887428@uscc.net,F6158CB4,642983,6010,0DE09C
8096,3123887439@uscc.net,F6158CB1,642628,6016,0DE1BE
6559,3123887450@uscc.net,F6158CC4,642558,6021,0DE16E
40905,3123887451@uscc.net,F6158CC3,642980,6022,0DDE9D
27636,3123887452@uscc.net,F6158CC8,642711,6023,0DDEA2
8260,3123887458@uscc.net,F6158CC0,643082,6026,0DDFE4
7675,3123887475@uscc.net,F6158CFD,643055,6028,0DDE94
41087,3123887476@uscc.net,F6158CCA,643050,6029,0DE185
5823,3123887479@uscc.net,F6158CC9,642984,6030,0DDFE9
40910,3123887481@uscc.net,F6158D01,643057,6032,0DDE9F
40927,3123887482@uscc.net,F6158CCE,643060,6033,0DDFDC
6313,3123887493@uscc.net,F6158CE2,642748,6040,0DE1C5
7770,3123887496@uscc.net,F6158CE5,643046,6043,0DE17B
7813,3123887498@uscc.net,F6158CDE,643064,6044,0DE003
6327,3123887503@uscc.net,F6158CE7,642753,6045,0DE030
6090,3123887507@uscc.net,F6158CF7,642755,6047,0DE1FE
6089,3123887512@uscc.net,F6158CF1,642754,6052,0DE02F
6323,3123887521@uscc.net,F6158CEE,642751,6059,0DE1A9
